01835	$1,126	$1,576
01840	$839	$1,175
01841	$1,028	$1,439
01843	$1,077	$1,508
01844	$1,103	$1,544
01845	$1,392	$1,949
01850	$1,131	$1,583
01851	$1,070	$1,498
01852	$1,037	$1,452
01854	$952	$1,333
01860	$1,332	$1,865
01862	$1,180	$1,652
01863	$1,095	$1,533
01864	$1,406	$1,968
01867	$1,217	$1,704
01876	$1,582	$2,215
01879	$1,018	$1,425
01880	$1,237	$1,732
01886	$1,727	$2,418
01887	$1,696	$2,374
01890	$1,571	$2,199
01901	$701	$981
01902	$1,041	$1,457
01904	$1,266	$1,772
01905	$1,072	$1,501
01906	$1,155	$1,617
01907	$1,328	$1,859
01908	$1,272	$1,781
01913	$1,053	$1,474
01915	$1,113	$1,558
01921	$779	$1,091
01922	-	**
01923	$1,254	$1,756
01929	$1,134	$1,588
01930	$1,009	$1,413
01937	-	**
01938	$1,042	$1,459
01940	$1,389	$1,945
01944	$1,262	$1,767
01945	$1,353	$1,894
01949	$1,805	$2,527
01950	$1,143	$1,600
01951	$1,279	$1,791
01952	$1,157	$1,620
01960	$1,238	$1,733
01966	$986	$1,380
01969	$1,174	$1,644
01970	$1,105	$1,547
01982	$1,121	$1,569
01983	-	**
01984	$978	$1,369
01985	$1,250	$1,750
02019	$1,366	$1,912
02021	$1,473	$2,062
02025	$1,470	$2,058
02026	$1,460	$2,044
02030	$2,371	$3,319
02032	$1,458	$2,041
02035	$1,375	$1,925
02038	$1,131	$1,583
02043	$2,073	$2,902
02045	$1,199	$1,679
02047	-	**
02048	$1,170	$1,638
02050	$1,321	$1,849
02052	$1,174	$1,644
02053	$1,132	$1,585
02054	$1,544	$2,162
02056	$1,169	$1,637
02061	$873	$1,222
02062	$1,350	$1,890
02066	$1,008	$1,411
02067	$1,738	$2,433
02071	-	**
02072	$1,217	$1,704
02081	$1,299	$1,819
02090	$1,418	$1,985
02093	$1,096	$1,534
02108	$1,995	$2,793
02109	$2,382	$3,335
02110	$2,569	$3,597
02111	$1,319	$1,847
02113	$1,777	$2,488
02114	$2,015	$2,821
02115	$1,480	$2,072
02116	$1,677	$2,348
02118	$1,081	$1,513
02119	$909	$1,273
02120	$978	$1,369
02121	$801	$1,121
02122	$1,334	$1,868
02124	$1,220	$1,708
02125	$1,216	$1,702
02126	$1,236	$1,730
02127	$1,360	$1,904
02128	$1,195	$1,673
02129	$1,130	$1,582
02130	$1,465	$2,051
02131	$1,301	$1,821
02132	$1,523	$2,132
02134	$1,600	$2,240
02135	$1,601	$2,241
02136	$1,076	$1,506
02138	$1,858	$2,601
02139	$1,747	$2,446
02140	$1,443	$2,020
02141	$1,538	$2,153
02142	$3,029	$4,241
02143	$1,635	$2,289
02144	$1,736	$2,430
02145	$1,391	$1,947
02148	$1,325	$1,855
02149	$1,296	$1,814
02150	$1,193	$1,670
02151	$1,227	$1,718
02152	$1,278	$1,789
02155	$1,495	$2,093
02163	$2,242	$3,139
02169	$1,292	$1,809
02170	$1,242	$1,739
02171	$1,453	$2,034
02176	$1,176	$1,646
02180	$1,358	$1,901
02184	$1,353	$1,894
02186	$1,349	$1,889
02188	$1,224	$1,714
02189	$1,120	$1,568
02190	$1,311	$1,835
02191	$1,305	$1,827
02199	$3,049	$4,269
02203	-	**
02210	$2,855	$3,997
02215	$1,690	$2,366
02301	$1,030	$1,442
02302	$986	$1,380
02322	$1,076	$1,506
02324	$1,315	$1,841
02330	$1,005	$1,407
02332	$1,578	$2,209
02333	$1,118	$1,565
02338	$1,720	$2,408
02339	$1,143	$1,600
02341	$747	$1,046
02343	$1,055	$1,477
02346	$1,111	$1,555
02347	$1,180	$1,652
02351	$1,111	$1,555
02356	$1,219	$1,707
02357	-	**
02359	$1,613	$2,258
02360	$1,302	$1,823
02364	$1,177	$1,648
02366	-	**
02367	$876	$1,226
02368	$1,267	$1,774
02370	$1,206	$1,688
02375	$1,410	$1,974
02379	$1,239	$1,735
02382	$983	$1,376
02420	$1,995	$2,793
02421	$1,732	$2,425
02445	$2,048	$2,867
02446	$1,975	$2,765
02451	$1,574	$2,204
02452	$1,613	$2,258
02453	$1,321	$1,849
02457	-	**
02458	$1,647	$2,306
02459	$1,757	$2,460
02460	$1,701	$2,381
02461	$1,784	$2,498
02462	$1,705	$2,387
02464	$1,617	$2,264
02465	$1,722	$2,411
02466	$1,645	$2,303
02467	$2,031	$2,843
02468	$2,250	$3,150
02472	$1,650	$2,310
02474	$1,500	$2,100
02476	$1,387	$1,942
02478	$1,710	$2,394
02481	$2,228	$3,119
02482	$1,495	$2,093
02492	$782	$1,095
02493	$1,478	$2,069
02494	$1,677	$2,348
02532	$1,115	$1,561
02534	$1,129	$1,581
02535	$1,313	$1,838
02536	$1,351	$1,891
02537	$1,643	$2,300
02538	$1,270	$1,778
02539	$1,725	$2,415
02540	$863	$1,208
02542	$1,069	$1,497
02543	$1,520	$2,128
02553	-	**
02554	$1,615	$2,261
02556	$1,368	$1,915
02557	$1,326	$1,856
02558	$976	$1,366
02559	$1,111	$1,555
02561	-	**
02562	$1,246	$1,744
02563	$1,173	$1,642
02564	-	**
02568	$1,326	$1,856
02571	$1,021	$1,429
02575	$1,194	$1,672
02576	$1,333	$1,866
02584	-	**
02601	$1,058	$1,481
02630	$1,729	$2,421
02631	$1,099	$1,539
02632	$1,290	$1,806
02633	$852	$1,193
02635	$1,972	$2,761
02637	-	**
02638	$1,272	$1,781
02639	$982	$1,375
02641	-	**
02642	$1,022	$1,431
02643	-	**
02644	$1,368	$1,915
02645	$1,134	$1,588
02646	$1,144	$1,602
02647	-	**
02648	$1,610	$2,254
02649	$1,343	$1,880
02650	$1,216	$1,702
02651	-	**
02652	-	**
02653	$935	$1,309
02655	$1,677	$2,348
02657	$1,064	$1,490
02659	$1,440	$2,016
02660	$875	$1,225
02663	-	**
02664	$1,101	$1,541
02666	$1,040	$1,456
02667	$918	$1,285
02668	$1,426	$1,996
02669	-	**
02670	$938	$1,313
02671	$719	$1,007
02672	-	**
02673	$1,311	$1,835
02675	$1,158	$1,621
02702	$1,375	$1,925
02703	$991	$1,387
02713	-	**
02715	$1,600	$2,240
02717	$1,136	$1,590
02718	$767	$1,074
02719	$849	$1,189
02720	$791	$1,107
02721	$711	$995
02723	$697	$976
02724	$706	$988
02725	$1,090	$1,526
02726	$948	$1,327
02738	$1,228	$1,719
02739	$1,014	$1,420
02740	$770	$1,078
02743	$766	$1,072
02744	$730	$1,022
02745	$831	$1,163
02746	$758	$1,061
02747	$941	$1,317
02748	$896	$1,254
02760	$969	$1,357
02762	$1,198	$1,677
02763	$1,120	$1,568
02764	$499	$699
02766	$1,148	$1,607
02767	$1,342	$1,879
02769	$1,085	$1,519
02770	$1,453	$2,034
02771	$1,143	$1,600
02777	$885	$1,239
02779	-	**
02780	$937	$1,312
02790	$947	$1,326
02791	-	**
02802	$790	$1,106
02804	$590	$826
02806	$1,350	$1,890
02807	$768	$1,075
02808	-	**
02809	$1,001	$1,401
02812	-	**
02813	$1,109	$1,553
02814	$922	$1,291
02815	-	**
02816	$932	$1,305
02817	$1,474	$2,064
02818	$971	$1,359
02822	$881	$1,233
02825	$1,163	$1,628
02826	$931	$1,303
02827	$1,456	$2,038
02828	$1,049	$1,469
02830	$855	$1,197
02831	$1,121	$1,569
02832	$778	$1,089
02833	$640	$896
02835	$1,708	$2,391
02836	-	**
02837	$1,054	$1,476
02838	$956	$1,338
02839	$1,037	$1,452
02840	$1,097	$1,536
02841	-	**
02842	$1,210	$1,694
02852	$990	$1,386
02857	$899	$1,259
02858	-	**
02859	$914	$1,280
02860	$819	$1,147
02861	$953	$1,334
02863	$809	$1,133
02864	$921	$1,289
02865	$1,043	$1,460
02871	$1,214	$1,700
02872	-	**
02873	-	**
02874	$1,284	$1,798
02875	-	**
02876	$1,116	$1,562
02878	$899	$1,259
02879	$1,019	$1,427
02881	$1,045	$1,463
02882	$1,304	$1,826
02885	$923	$1,292
02886	$1,077	$1,508
02888	$1,040	$1,456
02889	$1,078	$1,509
02891	$1,078	$1,509
02892	$1,040	$1,456
02893	$936	$1,310
02894	$1,091	$1,527
02895	$827	$1,158
02896	$1,058	$1,481
02898	$1,063	$1,488
02903	$1,009	$1,413
02904	$820	$1,148
02905	$880	$1,232
02906	$1,166	$1,632
02907	$878	$1,229
02908	$931	$1,303
02909	$883	$1,236
02910	$984	$1,378
02911	$941	$1,317
02912	-	**
02914	$876	$1,226
02915	$1,020	$1,428
02916	$842	$1,179
02917	$814	$1,140
02919	$915	$1,281
02920	$1,007	$1,410
02921	$1,043	$1,460
03031	$1,636	$2,290
03032	$915	$1,281
03033	$1,070	$1,498
03034	$854	$1,196
03036	$2,135	$2,989
03037	$1,167	$1,634
03038	$1,146	$1,604
03042	$1,078	$1,509
03043	$1,292	$1,809
03044	$1,650	$2,310
03045	$1,136	$1,590
03046	$1,042	$1,459
03047	$1,086	$1,520
03048	$768	$1,075
03049	$1,516	$2,122
03051	$1,274	$1,784
03052	$1,182	$1,655
03053	$1,330	$1,862
03054	$1,375	$1,925
03055	$1,072	$1,501
03057	$939	$1,315
03060	$1,061	$1,485
03062	$1,300	$1,820
03063	$1,286	$1,800
03064	$1,059	$1,483
03070	$1,172	$1,641
03071	$1,039	$1,455
03076	$1,182	$1,655
03077	$1,113	$1,558
03079	$1,079	$1,511
03082	$1,098	$1,537
03084	$1,050	$1,470
03086	$958	$1,341
03087	$1,907	$2,670
03101	$839	$1,175
03102	$1,058	$1,481
03103	$1,016	$1,422
03104	$1,043	$1,460
03106	$1,145	$1,603
03109	$1,093	$1,530
03110	$1,563	$2,188
03215	-	**
03216	$1,086	$1,520
03217	$834	$1,168
03218	-	**
03220	$892	$1,249
03221	$1,117	$1,564
03222	$840	$1,176
03223	$644	$902
03224	$810	$1,134
03225	$1,055	$1,477
03226	$1,083	$1,516
03227	$1,292	$1,809
03229	$848	$1,187
03230	$941	$1,317
03231	-	**
03233	-	**
03234	$1,070	$1,498
03235	$787	$1,102
03237	$1,103	$1,544
03238	-	**
03240	$877	$1,228
03241	$873	$1,222
03242	$933	$1,306
03243	$1,223	$1,712
03244	$985	$1,379
03245	$987	$1,382
03246	$888	$1,243
03249	$1,018	$1,425
03251	$731	$1,023
03253	$988	$1,383
03254	$1,156	$1,618
03255	$1,316	$1,842
03256	$849	$1,189
03257	$864	$1,210
03258	$1,076	$1,506
03259	-	**
03260	$1,199	$1,679
03261	$1,090	$1,526
03262	$682	$955
03263	$784	$1,098
03264	$840	$1,176
03266	$925	$1,295
03268	$981	$1,373
03269	-	**
03273	-	**
03275	$888	$1,243
03276	$905	$1,267
03278	$915	$1,281
03279	$744	$1,042
03280	$889	$1,245
03281	$1,488	$2,083
03282	$788	$1,103
03284	$950	$1,330
03285	$971	$1,359
03287	$1,347	$1,886
03290	$1,060	$1,484
03291	-	**
03293	-	**
03301	$1,005	$1,407
03303	$939	$1,315
03304	$1,153	$1,614
03307	$997	$1,396
03431	$983	$1,376
03440	$859	$1,203
03441	-	**
03442	$961	$1,345
03443	-	**
03444	$806	$1,128
03445	$1,117	$1,564
03446	$877	$1,228
03447	$921	$1,289
03448	$538	$753
03449	$996	$1,394
03450	$1,013	$1,418
03451	$743	$1,040
03452	$686	$960
03455	$841	$1,177
03456	$1,271	$1,779
03457	$994	$1,392
03458	$867	$1,214
03461	$1,102	$1,543
03462	$787	$1,102
03464	$1,125	$1,575
03465	$927	$1,298
03466	$727	$1,018
03467	$1,141	$1,597
03470	$1,056	$1,478
03561	$599	$839
03570	$720	$1,008
03574	$793	$1,110
03575	-	**
03576	$641	$897
03579	$655	$917
03580	$1,289	$1,805
03581	$708	$991
03582	$683	$956
03583	$775	$1,085
03584	$741	$1,037
03585	$855	$1,197
03586	$813	$1,138
03588	$644	$902
03590	$525	$735
03592	$538	$753
03593	$788	$1,103
03595	$844	$1,182
03597	-	**
03598	$763	$1,068
03601	$1,089	$1,525
03602	$808	$1,131
03603	$763	$1,068
03604	-	**
03605	$856	$1,198
03607	$917	$1,284
03608	$847	$1,186
03609	$801	$1,121
03740	$819	$1,147
03741	$1,063	$1,488
03743	$796	$1,114
03745	$1,236	$1,730
03746	-	**
03748	$928	$1,299
03750	-	**
03751	$912	$1,277
03752	$1,042	$1,459
03753	$1,644	$2,302
03754	-	**
03755	$1,430	$2,002
03765	-	**
03766	$994	$1,392
03768	$1,385	$1,939
03770	-	**
03771	$737	$1,032
03773	$884	$1,238
03774	$1,125	$1,575
03777	$1,163	$1,628
03779	$625	$875
03780	-	**
03781	$1,388	$1,943
03782	$1,153	$1,614
03784	$960	$1,344
03785	$762	$1,067
03801	$1,160	$1,624
03809	$767	$1,074
03810	$2,109	$2,953
03811	$835	$1,169
03812	$570	$798
03813	$924	$1,294
03814	$926	$1,296
03816	$972	$1,361
03817	$1,085	$1,519
03818	$733	$1,026
03819	$936	$1,310
03820	$1,027	$1,438
03823	$1,095	$1,533
03824	$981	$1,373
03825	$961	$1,345
03826	$781	$1,093
03827	$1,691	$2,367
03830	$1,099	$1,539
03832	$863	$1,208
03833	$1,128	$1,579
03835	$939	$1,315
03836	$1,182	$1,655
03837	$2,050	$2,870
03838	$1,159	$1,623
03839	$971	$1,359
03840	$1,865	$2,611
03841	$1,131	$1,583
03842	$1,156	$1,618
03844	$1,347	$1,886
03845	$722	$1,011
03846	$881	$1,233
03847	-	**
03848	$963	$1,348
03849	$991	$1,387
03850	-	**
03851	$1,007	$1,410
03852	-	**
03853	-	**
03854	$1,867	$2,614
03855	$1,033	$1,446
03856	$1,411	$1,975
03857	$1,069	$1,497
03858	$1,093	$1,530
03860	$968	$1,355
03861	$976	$1,366
03862	$1,734	$2,428
03864	$947	$1,326
03865	$1,215	$1,701
03867	$882	$1,235
03868	$1,138	$1,593
03869	$1,000	$1,400
03870	$1,695	$2,373
03871	-	**
03872	$655	$917
03873	$1,279	$1,791
03874	$939	$1,315
03875	$1,167	$1,634
03878	$988	$1,383
03882	$811	$1,135
03883	-	**
03884	$1,034	$1,448
03885	$1,503	$2,104
03886	$796	$1,114
03887	$1,225	$1,715
03890	-	**
03894	$892	$1,249
03901	$972	$1,361
03902	$1,067	$1,494
03903	$1,079	$1,511
03904	$1,310	$1,834
03905	-	**
03906	$892	$1,249
03907	$1,139	$1,595
03908	$865	$1,211
03909	$1,147	$1,606
03910	-	**
03911	-	**
04001	$1,043	$1,460
04002	$915	$1,281
04003	-	**
04005	$883	$1,236
04006	$988	$1,383
04008	$1,309	$1,833
04009	$847	$1,186
04010	$1,059	$1,483
04011	$796	$1,114
04015	$1,018	$1,425
04017	$950	$1,330
04019	-	**
04020	$802	$1,123
04021	-	**
04022	-	**
04024	$675	$945
04027	$629	$881
04029	$932	$1,305
04030	$678	$949
04032	$1,076	$1,506
04037	$766	$1,072
04038	$1,012	$1,417
04039	$1,111	$1,555
04040	$850	$1,190
04041	$820	$1,148
04042	$869	$1,217
04043	$967	$1,354
04046	$1,018	$1,425
04047	$725	$1,015
04048	$988	$1,383
04049	$695	$973
04050	$950	$1,330
04051	$663	$928
04055	$904	$1,266
04056	$675	$945
04057	-	**
04061	$691	$967
04062	$945	$1,323
04063	$248	$347
04064	$837	$1,172
04066	$1,150	$1,610
04068	$903	$1,264
04069	$914	$1,280
04071	$826	$1,156
04072	$977	$1,368
04073	$792	$1,109
04074	$1,191	$1,667
04076	$1,156	$1,618
04079	$858	$1,201
04083	$787	$1,102
04084	$844	$1,182
04085	-	**
04086	$876	$1,226
04087	-	**
04088	$735	$1,029
04090	$901	$1,261
04091	$985	$1,379
04092	$892	$1,249
04093	$805	$1,127
04095	$872	$1,221
04096	$1,018	$1,425
04097	$1,093	$1,530
04101	$921	$1,289
04102	$929	$1,301
04103	$1,090	$1,526
04105	$1,680	$2,352
04106	$1,086	$1,520
04107	$989	$1,385
04108	$602	$843
04109	-	**
04110	-	**
04210	$739	$1,035
04216	$575	$805
04217	$602	$843
04219	$843	$1,180
04220	$754	$1,056
04221	$665	$931
04222	$730	$1,022
04224	$632	$885
04226	-	**
04227	-	**
04228	-	**
04231	$558	$781
04234	-	**
04236	$1,051	$1,471
04237	$950	$1,330
04238	$869	$1,217
04239	$574	$804
04240	$681	$953
04250	$694	$972
04252	$728	$1,019
04253	$736	$1,030
04254	$593	$830
04255	$956	$1,338
04256	$665	$931
04257	$588	$823
04258	$732	$1,025
04259	$913	$1,278
04260	$998	$1,397
04261	$910	$1,274
04263	$788	$1,103
04265	$1,011	$1,415
04267	-	**
04268	$699	$979
04270	$623	$872
04271	-	**
04274	$799	$1,119
04275	$619	$867
04276	$576	$806
04280	$1,060	$1,484
04281	$632	$885
04282	$930	$1,302
04284	$963	$1,348
04285	$833	$1,166
04286	-	**
04287	$773	$1,082
04289	$703	$984
04290	$744	$1,042
04292	$917	$1,284
04294	$612	$857
04330	$691	$967
04342	$790	$1,106
04343	-	**
04344	$683	$956
04345	$671	$939
04346	$643	$900
04347	$836	$1,170
04348	$835	$1,169
04349	$733	$1,026
04350	$627	$878
04351	$801	$1,121
04352	$965	$1,351
04353	$975	$1,365
04354	$817	$1,144
04355	$898	$1,257
04357	$862	$1,207
04358	$790	$1,106
04359	-	**
04360	$783	$1,096
04363	$888	$1,243
04364	$797	$1,116
04401	$773	$1,082
04406	$689	$965
04408	-	**
04410	$602	$843
04411	$808	$1,131
04412	$847	$1,186
04413	-	**
04414	$529	$741
04415	$664	$930
04416	$664	$930
04417	-	**
04418	$720	$1,008
04419	$869	$1,217
04421	$924	$1,294
04422	-	**
04424	$522	$731
04426	$561	$785
04427	$672	$941
04428	$800	$1,120
04429	$785	$1,099
04430	$383	$536
04431	-	**
04434	$1,257	$1,760
04435	$375	$525
04438	$634	$888
04441	$667	$934
04442	-	**
04443	$543	$760
04444	$940	$1,316
04448	$588	$823
04449	$742	$1,039
04450	$775	$1,085
04451	-	**
04453	$744	$1,042
04454	-	**
04455	$629	$881
04456	$894	$1,252
04457	$593	$830
04459	$464	$650
04460	$619	$867
04461	$730	$1,022
04462	$523	$732
04463	$716	$1,002
04464	$344	$482
04468	$666	$932
04469	-	**
04471	$650	$910
04472	$748	$1,047
04473	$806	$1,128
04474	$720	$1,008
04475	$525	$735
04476	$909	$1,273
04478	-	**
04479	$656	$918
04481	-	**
04485	-	**
04487	$592	$829
04488	-	**
04489	-	**
04490	-	**
04491	$492	$689
04492	-	**
04493	$838	$1,173
04495	-	**
04496	$727	$1,018
04497	$433	$606
04530	$772	$1,081
04535	$1,050	$1,470
04537	$960	$1,344
04538	$719	$1,007
04539	$1,099	$1,539
04541	-	**
04543	$777	$1,088
04544	-	**
04547	$1,089	$1,525
04548	$1,094	$1,532
04551	$940	$1,316
04553	$920	$1,288
04554	$802	$1,123
04555	$850	$1,190
04556	$921	$1,289
04558	-	**
04562	$825	$1,155
04563	$909	$1,273
04564	-	**
04568	$1,025	$1,435
04570	-	**
04571	-	**
04572	$470	$658
04573	$1,125	$1,575
04574	$903	$1,264
04575	-	**
04576	$857	$1,200
04578	$738	$1,033
04579	$894	$1,252
04605	$765	$1,071
04606	$577	$808
04607	$700	$980
04609	$892	$1,249
04611	-	**
04612	$825	$1,155
04613	-	**
04614	$742	$1,039
04616	$971	$1,359
04617	$679	$951
04619	$578	$809
04622	$616	$862
04623	$683	$956
04624	-	**
04625	-	**
04626	$795	$1,113
04627	$540	$756
04628	$479	$671
04629	-	**
04630	$791	$1,107
04631	$630	$882
04634	$939	$1,315
04635	-	**
04637	-	**
04640	$782	$1,095
04642	-	**
04643	$700	$980
04644	-	**
04645	-	**
04646	-	**
04648	$843	$1,180
04649	$719	$1,007
04650	-	**
04652	$505	$707
04653	$725	$1,015
04654	$625	$875
04655	$699	$979
04657	$675	$945
04658	$635	$889
04660	$883	$1,236
04662	$930	$1,302
04664	$938	$1,313
04666	$621	$869
04667	$483	$676
04668	$306	$428
04669	-	**
